业务ID,apply_time,opertime_min,opertime_max,min_begin,max_begin
9015,61590,61582,61713,-8,123
9016,61770,61751,61839,-19,69
9017,62310,62299,62450,-11,140
9018,62370,62363,62518,-7,148
9019,62490,62476,62577,-14,87
9020,62730,62748,63002,18,272
9021,62850,62868,62967,18,117
9022,62970,62967,63012,-3,42
9023,63150,63165,63501,15,351
9024,63270,63249,63351,-21,81
9025,63810,63839,63963,29,153
9026,64050,64039,64421,-11,371
9027,64170,64165,64211,-5,41
9028,64350,64370,64605,20,255
9029,64950,64976,65074,26,124
9030,65130,65153,65270,23,140
9031,68850,68863,69112,13,262
9032,75510,75486,76520,-24,1010
9033,76110,76107,76582,-3,472
9034,76230,76247,76257,17,27
9035,76350,76364,76585,14,235
9036,76350,76380,76384,30,34
9037,76470,76472,76771,2,301
9038,76590,76637,76999,47,409
9039,76650,76650,77003,0,353
9040,76710,76725,77007,15,297
9041,76710,76736,77011,26,301
9042,77130,77151,77157,21,27
9043,77190,77193,77203,3,13
9044,77190,77233,77328,43,138
9045,77310,77334,77381,24,71
9047,34830,34855,35881,25,1051
9048,35310,35303,35545,-7,235
9049,35310,35323,35582,13,272
9050,35430,35429,35626,-1,196
9051,35550,35544,35690,-6,140
9052,35610,35636,35726,26,116
9053,35790,35788,35881,-2,91
9054,35850,35881,35978,31,128
9055,35910,35906,36025,-4,115
9056,36210,36225,36265,15,55
9057,36690,36688,36780,-2,90
9058,36870,36873,37040,3,170
9059,36990,37044,37324,54,334
9060,37170,37173,37505,3,335
9061,37650,37624,37739,-26,89
9062,37710,37738,37847,28,137
9063,38910,38941,38975,31,65
9064,39030,39028,39062,-2,32
9065,39690,39694,39897,4,207
9066,39750,39734,39873,-16,123
9067,39990,39998,40048,8,58
9068,41130,41143,41242,13,112
9069,41130,41163,41250,33,120
9070,41310,41321,41397,11,87
9071,41430,41442,42460,12,1030
9072,41610,41601,41700,-9,90
9073,41790,41813,41859,23,69
9074,41850,41850,41913,0,63
9075,41910,41922,41935,12,25
9076,41970,41983,42005,13,35
9077,42690,42667,42868,-23,178
9078,42990,42965,43065,-25,75
9079,42990,42977,43122,-13,132
9080,43050,43060,43138,10,88
9081,43110,43144,43287,34,177
9082,43170,43167,43217,-3,47
9083,43170,43217,43226,47,56
9084,43170,43199,43356,29,186
9085,43290,43321,44460,31,1170
9086,43410,43426,44550,16,1140
9087,43530,43547,43565,17,35
9088,43770,43774,44800,4,1030
9089,43770,43829,43938,59,168
9090,43890,43973,44980,83,1090
9091,44790,44771,44909,-19,119
9092,44910,44912,44956,2,46
9093,45390,45434,45829,44,439
9094,45690,45793,45900,103,210
9095,45930,45937,46019,7,89
9096,47010,47024,47088,14,78
9097,47070,47094,47255,24,185
9098,47970,47998,48049,28,79
9099,48150,48123,48206,-27,56
9100,49410,49436,50183,26,773
9101,49590,49600,50213,10,623
9102,49650,49645,50247,-5,597
9103,49770,49790,50275,20,505
9104,51510,51503,51556,-7,46
9105,52170,52168,52327,-2,157
9106,52230,52234,52337,4,107
9107,52350,52332,52506,-18,156
9108,52470,52484,52562,14,92
9109,52590,52567,52941,-23,351
9110,53550,53547,53656,-3,106
9111,53790,53802,53944,12,154
9112,53910,53895,54104,-15,194
9113,53970,53994,54177,24,207
9114,54030,54035,54217,5,187
9115,54150,54206,54360,56,210
9116,54210,54219,54407,9,197
9117,54570,54569,54755,-1,185
9118,54570,54586,54799,16,229
9119,54750,54722,54853,-28,103
9120,55530,55534,55985,4,455
9121,55590,55607,55998,17,408
9122,55830,55835,56005,5,175
9123,56130,56128,56323,-2,193
9124,56130,56157,56283,27,153
9125,56190,56206,56359,16,169
9126,56310,56320,56379,10,69
9127,56490,56480,56687,-10,197
9128,56550,56566,56736,16,186
9129,56730,56710,56886,-20,156
9130,56850,56853,57109,3,259
9131,57030,57040,57207,10,177
9132,57090,57122,57254,32,164
9133,57210,57209,57359,-1,149
9134,57210,57254,57372,44,162
9135,57570,57586,57705,16,135
9136,57870,57901,58077,31,207
9137,58110,58082,58199,-28,89
9138,59010,59021,59142,11,132
9139,59490,59488,59621,-2,131
9140,59610,59637,59777,27,167
9141,59730,59723,59881,-7,151
9142,59730,59774,59910,44,180
9143,59850,59865,60040,15,190
9144,59970,59979,60205,9,235
9145,59970,60010,60236,40,266
9146,60090,60210,60385,120,295
9147,60630,60659,60741,29,111
9148,61050,61078,61225,28,175
9149,61230,61201,61603,-29,373
9150,61890,61862,61975,-28,85
9151,62970,62989,63072,19,102
9152,63090,63093,63275,3,185
9153,63630,63662,63776,32,146
9154,64470,64470,64575,0,105
9155,64650,64670,65951,20,1301
9156,65910,65920,66958,10,1048
9157,66090,66096,67630,6,1540
9158,67470,67474,67563,4,93
9159,67590,67590,67676,0,86
9160,68730,68748,69126,18,396
9161,69450,69493,70760,43,1310
9162,70890,70907,72190,17,1300
9163,71730,71750,72850,20,1120
9164,72690,72689,72816,-1,126
9165,32430,32422,32549,-8,119
9166,32850,32864,33057,14,207
9167,32970,32982,33155,12,185
9168,33150,33168,33311,18,161
9169,34110,34086,34516,-24,406
9170,34230,34260,34563,30,333
9171,34830,34849,34900,19,70
9172,34950,34920,35033,-30,83
9173,34950,34959,35191,9,241
9174,35010,35034,35210,24,200
9175,35070,35072,35198,2,128
9176,35070,35086,35222,16,152
9177,35730,35735,35987,5,257
9178,35790,35791,36009,1,219
9179,35790,35800,36175,10,385
9180,36030,36056,36277,26,247
9181,36330,36352,36403,22,73
9182,36930,36927,36988,-3,58
9183,36990,36968,37016,-22,26
9184,36990,37020,37063,30,73
9185,37050,37082,37163,32,113
9186,37410,37380,37543,-30,133
9187,37950,37931,38069,-19,119
9188,38190,38193,38331,3,141
9189,38250,38268,38369,18,119
9190,38310,38330,38432,20,122
9191,38370,38385,38562,15,192
9192,38790,38763,39007,-27,217
9193,39450,39434,39573,-16,123
9194,39750,39783,40004,33,254
9195,40110,40116,40194,6,84
9196,40290,40284,40373,-6,83
9197,40530,40531,40585,1,55
9198,42270,42277,42670,7,400
9199,42390,42429,43279,39,889
9200,42810,42831,43364,21,554
9201,43710,43702,43746,-8,36
9202,43830,43821,43874,-9,44
9203,45150,45126,45327,-24,177
9204,45270,45333,45425,63,155
9205,45690,45669,45960,-21,270
9206,46710,46736,46861,26,151
9207,46890,46865,47035,-25,145
9208,47070,47095,47263,25,193
9209,47130,47154,47385,24,255
9210,47490,47470,48480,-20,990
9211,47670,47649,47846,-21,176
9212,48510,48539,49560,29,1050
9213,48630,48630,48689,0,59
9214,49230,49231,49426,1,196
9215,49290,49300,50310,10,1020
9216,49770,49746,49963,-24,193
9217,49830,49826,49964,-4,134
9218,50070,50072,50112,2,42
9219,50610,50625,51760,15,1150
9220,50910,50939,51036,29,126
9221,50970,50946,51081,-24,111
9222,51030,51048,51090,18,60
9223,51150,51151,51458,1,308
9224,51870,51858,51913,-12,43
9225,52110,52090,52148,-20,38
9226,52410,52404,52579,-6,169
9227,53670,53654,53736,-16,66
9228,54030,54025,54109,-5,79
9229,54030,54053,54137,23,107
9230,54330,54338,54366,8,36
9231,54810,54797,54954,-13,144
9232,54930,54958,55072,28,142
9233,55650,55647,55762,-3,112
9234,55890,55888,55989,-2,99
9235,56430,56437,56572,7,142
9236,56550,56569,56708,19,158
9237,56670,56651,56808,-19,138
9238,57750,57756,57928,6,178
9239,57810,57801,57966,-9,156
9240,58170,58183,58312,13,142
9241,58230,58220,58315,-10,85
9242,58350,58344,58508,-6,158
9243,58350,58357,58525,7,175
9244,58650,58631,58667,-19,17
9245,58710,58697,58838,-13,128
9246,58830,58806,58934,-24,104
9247,58950,58932,59049,-18,99
9248,59310,59300,59475,-10,165
9249,59490,59489,59614,-1,124
9250,59550,59525,59761,-25,211
9251,59550,59550,59756,0,206
9252,59850,59875,60059,25,209
9253,59910,59922,60204,12,294
9254,60570,60588,60628,18,58
9255,60750,60792,60900,42,150
9256,61890,61887,61949,-3,59
9257,63630,63607,63799,-23,169
9258,63810,63814,63988,4,178
9259,63930,63905,64118,-25,188
9260,64230,64213,64370,-17,140
9261,64230,64240,64441,10,211
9262,64410,64395,64541,-15,131
9263,64590,64569,64686,-21,96
9264,66090,66114,66239,24,149
9265,67470,67482,67615,12,145
9266,67770,67759,67981,-11,211
9267,68250,68226,68401,-24,151
9268,34170,34154,34601,-16,431
9269,34230,34252,34292,22,62
9270,34650,34663,34774,13,124
9271,36330,36318,36434,-12,104
9272,39030,39040,39092,10,62
9273,39210,39230,39329,20,119
9274,39810,39834,39980,24,170
9275,40110,40134,40299,24,189
9276,40950,40971,41239,21,289
9277,41070,41064,41260,-6,190
9278,41070,41100,41318,30,248
9279,41310,41323,41467,13,157
9280,41910,41893,42003,-17,93
9281,42930,42927,43014,-3,84
9282,43410,43409,43595,-1,185
9283,43710,43704,43750,-6,40
9284,43830,43846,43889,16,59
9285,44790,44813,45030,23,240
9286,44910,44909,45110,-1,200
9287,44910,44932,45172,22,262
9288,45090,45141,45246,51,156
9289,45330,45315,45496,-15,166
9290,45690,45685,45847,-5,157
9291,45810,45793,45877,-17,67
9292,45870,45880,46214,10,344
9293,45930,45962,46266,32,336
9294,46110,46096,46302,-14,192
9295,46230,46251,46320,21,90
9296,46350,46371,46446,21,96
9297,46950,46961,47052,11,102
9298,47850,47882,47986,32,136
9299,49110,49123,49253,13,143
9300,49290,49289,49413,-1,123
9301,49350,49333,49418,-17,68
9302,49530,49556,49617,26,87
9303,49650,49669,50680,19,1030
9304,49710,49698,49882,-12,172
9305,50130,50132,50287,2,157
9306,50310,50288,50323,-22,13
9307,50730,50719,50893,-11,163
9308,50850,50872,50909,22,59
9309,51210,51235,51341,25,131
9310,51390,51365,51482,-25,92
9311,52290,52262,52327,-28,37
9312,52590,52571,52662,-19,72
9313,52650,52649,52991,-1,341
9314,52950,52927,53022,-23,72
9315,54150,54124,54612,-26,462
9316,54690,54703,54853,13,163
9317,55410,55423,55456,13,46
9318,55590,55615,55696,25,106
9319,56190,56213,56308,23,118
9320,57330,57314,57453,-16,123
9321,57450,57470,57557,20,107
9322,57510,57521,57649,11,139
9323,57570,57592,57886,22,316
9324,57630,57603,57905,-27,275
9325,57870,57862,58068,-8,198
9326,57930,57934,58176,4,246
9327,57930,57962,58096,32,166
9328,57990,57993,58180,3,190
9329,58470,58496,58737,26,267
9330,58710,58725,59024,15,314
9331,58890,58896,59081,6,191
9332,59430,59405,59518,-25,88
9333,59610,59617,59751,7,141
9334,59670,59665,59908,-5,238
9335,59850,59829,60023,-21,173
9336,59850,59856,60184,6,334
9337,59850,59882,60316,32,466
9338,60030,60041,60325,11,295
9339,60030,60065,60346,35,316
9340,60090,60088,60433,-2,343
9341,60150,60139,60380,-11,230
9342,60270,60274,60436,4,166
9343,60630,60638,60809,8,179
9344,60810,60805,60876,-5,66
9345,61530,61521,61678,-9,148
9346,61650,61634,62183,-16,533
9347,62130,62139,62202,9,72
9348,62610,62640,62835,30,225
9349,63030,63020,63452,-10,422
9350,63390,63384,63470,-6,80
9351,64050,64076,64178,26,128
9352,64290,64277,64725,-13,435
9353,72390,72365,73370,-25,980
9354,72390,72394,72751,4,361
9355,72990,72977,73292,-13,302
9356,34230,34246,34525,16,295
9357,34410,34404,34680,-6,270
9358,34650,34647,34840,-3,190
9359,34770,34766,34970,-4,200
9360,36270,36299,36734,29,464
9361,36450,36491,36768,41,318
9362,36570,36611,36747,41,177
9363,36750,36755,37516,5,766
9364,36810,36859,37654,49,844
9365,36930,37280,37560,350,630
9366,37170,37337,37632,167,462
9367,38010,38169,38352,159,342
9368,38370,38350,38404,-20,34
9369,38430,38440,38499,10,69
9370,39090,39123,39423,33,333
9371,39270,39252,40300,-18,1030
9372,39570,39551,39604,-19,34
9373,39630,39643,40151,13,521
9374,39870,39876,40148,6,278
9375,40230,40214,40311,-16,81
9376,40410,40403,40646,-7,236
9377,41490,41515,41661,25,171
9378,41730,41734,41842,4,112
9379,41790,41772,41862,-18,72
9380,42450,42471,42594,21,144
9381,42450,42496,42678,46,228
9382,42570,42570,42753,0,183
9383,43050,43049,43237,-1,187
9384,43110,43176,43270,66,160
9385,44190,44209,44358,19,168
9386,46770,46765,47135,-5,365
9387,47070,47063,47282,-7,212
9388,47550,47527,47622,-23,72
9389,47670,47642,47773,-28,103
9390,47910,47905,48100,-5,190
9391,48210,48231,48358,21,148
9392,48390,48364,48527,-26,137
9393,48390,48393,48494,3,104
9394,48390,48409,48671,19,281
9395,48810,48805,48853,-5,43
9396,48930,48957,49057,27,127
9397,49170,49176,49427,6,257
9398,49170,49194,49440,24,270
9399,49290,49282,50310,-8,1020
9400,49410,49437,49543,27,133
9401,49470,49448,50490,-22,1020
9402,49590,49562,49628,-28,38
9403,49650,49650,49793,0,143
9404,49830,49827,49924,-3,94
9405,50070,50050,50197,-20,127
9406,50190,50218,50309,28,119
9407,50250,50241,50337,-9,87
9408,50250,50251,50347,1,97
9409,50550,50539,50583,-11,33
9410,51270,51243,51370,-27,100
9411,51510,51504,51662,-6,152
9412,51750,51749,51965,-1,215
9413,51810,51805,51921,-5,111
9414,51930,51909,52104,-21,174
9415,53310,53312,53500,2,190
9416,54510,54516,54969,6,459
9417,54930,54927,55192,-3,262
9418,55410,55426,55575,16,165
9419,55590,55565,55697,-25,107
9420,55710,55693,55748,-17,38
9421,55770,55796,55869,26,99
9422,56010,56024,56189,14,179
9423,56310,56316,56395,6,85
9424,56490,56514,56588,24,98
9425,56610,56619,56724,9,114
9426,57150,57130,57278,-20,128
9427,57510,57490,57571,-20,61
9428,57810,57837,58019,27,209
9429,58290,58314,58484,24,194
9430,58470,58448,58633,-22,163
9431,59010,59022,59159,12,149
9432,59130,59134,59371,4,241
9433,59250,59232,59401,-18,151
9434,59730,59732,59964,2,234
9435,59910,59937,60089,27,179
9436,60030,60019,60340,-11,310
9437,60150,60145,60424,-5,274
9438,60270,60250,60598,-20,328
9439,60270,60297,60493,27,223
9440,60510,60511,60792,1,282
9441,60570,60581,60963,11,393
9442,60690,60681,61002,-9,312
9443,60930,60954,61218,24,288
9444,60990,61001,61229,11,239
9445,61050,61078,61322,28,272
9446,61230,61227,61352,-3,122
9447,61530,61555,61810,25,280
9448,61650,61641,61827,-9,177
9449,61650,61659,62192,9,542
9450,61710,61740,62083,30,373
9451,62010,62096,62312,86,302
9452,62190,62189,62388,-1,198
9453,62370,62387,62559,17,189
9454,62850,62865,63014,15,164
9455,63090,63095,63235,5,145
9456,63210,63222,63382,12,172
9457,65490,65462,65552,-28,62
9458,66030,66097,66309,67,279
9459,66330,66316,66453,-14,123
9460,66510,66492,66729,-18,219
9461,68250,68259,68751,9,501
9462,69810,69838,69941,28,131
9463,70410,70483,70693,73,283
19571,29970,29995,30136,25,166
19572,30090,30136,30211,46,121
19573,30930,31020,31131,90,201
19574,31350,31339,31391,-11,41
19575,31530,31556,31943,26,413
19576,31590,31585,31947,-5,357
19577,31650,31694,31959,44,309
19578,31710,31785,31962,75,252
19579,32130,32138,32691,8,561
19580,32190,32274,32405,84,215
19581,32370,32411,33420,41,1050
19582,32430,32538,32652,108,222
19583,32550,32562,32659,12,109
19584,32850,32855,33204,5,354
19585,32850,32878,33207,28,357
19586,32910,32905,33210,-5,300
19587,32910,32965,33372,55,462
19588,32910,32975,33394,65,484
19589,32970,32987,33414,17,444
19590,32970,32995,33443,25,473
19591,33030,33107,33268,77,238
19592,33030,33118,33459,88,429
19593,33030,33125,33553,95,523
19594,33090,33128,33347,38,257
19595,33090,33142,33491,52,401
19596,33090,33157,33521,67,431
19597,33150,33167,33540,17,390
19598,33330,33400,33555,70,225
19599,33630,33636,33754,6,124
19600,33630,33647,33937,17,307
19601,33630,33658,33941,28,311
19602,33750,33735,33945,-15,195
19603,33750,33743,34055,-7,305
19604,33750,33782,34058,32,308
19605,33750,33789,34062,39,312
19606,33750,33798,33989,48,239
19607,33750,33803,34065,53,315
19608,33870,33944,34075,74,205
19609,33930,33948,34083,18,153
19610,33990,34002,34118,12,128
19611,33990,34011,34136,21,146
19612,34050,34054,34224,4,174
19613,34050,34059,34283,9,233
19614,34050,34065,34176,15,126
19615,34170,34167,34300,-3,130
19616,34170,34175,35190,5,1020
19617,34170,34182,34323,12,153
19618,34170,34194,34344,24,174
19619,34230,34257,34392,27,162
19620,34350,34337,34399,-13,49
19621,34350,34345,34419,-5,69
19622,34350,34348,34464,-2,114
19623,34350,34355,34522,5,172
19624,34410,34431,34507,21,97
19625,34470,34471,34599,1,129
19626,34470,34480,34575,10,105
19627,34470,34491,34592,21,122
19628,34530,34530,34607,0,77
19629,34530,34537,34638,7,108
19630,34530,34563,35570,33,1040
19631,34650,34639,34667,-11,17
19632,34710,34690,34739,-20,29
19633,34710,34734,34766,24,56
19634,34710,34738,34802,28,92
19635,34770,34766,34834,-4,64
19636,34770,34777,34858,7,88
19637,34770,34802,34859,32,89
19638,34830,34813,34880,-17,50
19639,34890,34880,34940,-10,50
19640,34890,34887,34964,-3,74
19641,34890,34921,34982,31,92
19642,34950,34941,34988,-9,38
19643,35070,35078,35357,8,287
19644,35070,35088,35564,18,494
19645,35130,35151,35568,21,438
19646,35190,35216,35365,26,175
19647,35250,35223,35381,-27,131
19648,35250,35271,35580,21,330
19649,35310,35300,35386,-10,76
19650,35310,35329,35821,19,511
19651,35370,35355,36390,-15,1020
19652,35370,35397,35638,27,268
19653,35370,35401,35828,31,458
19654,35370,35405,35658,35,288
19655,35430,35407,35666,-23,236
19656,35430,35434,35669,4,239
19657,35430,35438,35673,8,243
19658,35430,35462,35677,32,247
19659,35490,35474,35832,-16,342
19660,35490,35484,35835,-6,345
19661,35490,35494,35718,4,228
19662,35490,35510,35735,20,245
19663,35490,35515,35837,25,347
19664,35550,35545,35783,-5,233
19665,35550,35577,35808,27,258
19666,35610,35585,35828,-25,218
19667,35670,35763,35854,93,184
19668,35670,35765,35961,95,291
19669,35730,35778,35895,48,165
19670,35790,35781,35940,-9,150
19671,35790,35785,35976,-5,186
19672,35790,35786,35986,-4,196
19673,35790,35810,36004,20,214
19674,35790,35814,36021,24,231
19675,35850,35853,36026,3,176
19676,35850,35855,36046,5,196
19677,35910,35921,36055,11,145
19678,35910,35923,36069,13,159
19679,35910,35930,36095,20,185
19680,35910,35931,36219,21,309
19681,35910,35938,36102,28,192
19682,35970,35988,36063,18,93
19683,36030,36066,36257,36,227
19684,36030,36077,36221,47,191
19685,36030,36080,36308,50,278
19686,36090,36090,36236,0,146
19687,36090,36123,36311,33,221
19688,36090,36133,36313,43,223
19689,36150,36141,36314,-9,164
19690,36150,36158,36316,8,166
19691,36210,36277,36377,67,167
19692,36210,36281,36346,71,136
19693,36330,36330,36410,0,80
19694,36330,36346,36436,16,106
19695,36330,36367,36459,37,129
19696,36390,36388,36454,-2,64
19697,36390,36408,36457,18,67
19698,36450,36440,36479,-10,29
19699,36450,36467,36488,17,38
19700,36510,36487,36531,-23,21
19701,36570,36541,36679,-29,109
19702,36570,36551,37588,-19,1018
19703,36570,36555,36710,-15,140
19704,36570,36556,37592,-14,1022
19705,36570,36561,36734,-9,164
19706,36570,36566,36741,-4,171
19707,36570,36581,37598,11,1028
19708,36570,36592,36771,22,201
19709,36570,36601,36781,31,211
19710,36570,36609,37601,39,1031
19711,36570,36624,36854,54,284
19712,36630,36636,37606,6,976
19713,36630,36645,36889,15,259
19714,36630,36649,37930,19,1300
19715,36690,36774,37609,84,919
19716,36690,36790,37165,100,475
19717,36690,36829,37171,139,481
19718,36750,36846,37618,96,868
19719,36810,36871,37355,61,545
19720,36810,36894,37620,84,810
19721,36810,36908,37930,98,1120
19722,36810,36916,37627,106,817
19723,36870,36927,37630,57,760
19724,36870,36935,37630,65,760
19725,36930,36950,37635,20,705
19726,36930,36959,37637,29,707
19727,36990,37036,37654,46,664
19728,36990,37043,37655,53,665
19729,37050,37239,37686,189,636
19730,37050,37249,37699,199,649
19731,37110,37252,37700,142,590
19732,37110,37260,37685,150,575
19733,37110,37263,37779,153,669
19734,37110,37273,37720,163,610
19735,37170,37278,37783,108,613
19736,37170,37289,37788,119,618
19737,37230,37301,37738,71,508
19738,37230,37340,37786,110,556
19739,37290,37368,37788,78,498
19740,37290,37384,37763,94,473
19741,37290,37404,37793,114,503
19742,37290,37420,37851,130,561
19743,37350,37422,37774,72,424
19744,37350,37425,37936,75,586
19745,37410,37435,37979,25,569
19746,37410,37450,37840,40,430
19747,37410,37458,37833,48,423
19748,37410,37465,37983,55,573
19749,37470,37475,37987,5,517
19750,37470,37478,37865,8,395
19751,37530,37536,38069,6,539
19752,37530,37552,37894,22,364
19753,37590,37635,37997,45,407
19754,37650,37677,38970,27,1320
19755,37650,37689,38032,39,382
19756,37650,37701,38065,51,415
19757,37650,37706,38116,56,466
19758,37710,37712,38133,2,423
19759,37710,37814,38157,104,447
19760,37770,37820,38174,50,404
19761,37770,37829,38205,59,435
19762,37770,37876,39190,106,1420
19763,37770,37898,38247,128,477
19764,37770,37909,39260,139,1490
19765,37770,37918,38274,148,504
19766,37770,37921,38328,151,558
19767,37770,37928,38191,158,421
19768,37770,37929,38208,159,438
19769,37770,37933,38491,163,721
19770,37830,37938,38359,108,529
19771,37830,37950,38376,120,546
19772,37830,37953,38497,123,667
19773,37890,37964,38516,74,626
19774,37890,37972,38395,82,505
19775,37890,37973,38451,83,561
19776,37890,37976,38522,86,632
19777,37890,37983,38542,93,652
19778,37950,37989,39440,39,1490
19779,37950,37993,38468,43,518
19780,37950,37996,38557,46,607
19781,37950,38005,38567,55,617
19782,37950,38015,38575,65,625
19783,37950,38023,38582,73,632
19784,37950,38030,38591,80,641
19785,38010,38041,38578,31,568
19786,38010,38046,38597,36,587
19787,38010,38051,38605,41,595
19788,38010,38062,38562,52,552
19789,38070,38065,38578,-5,508
19790,38070,38067,39570,-3,1500
19791,38070,38073,38614,3,544
19792,38070,38080,38634,10,564
19793,38070,38107,38605,37,535
19794,38070,38115,38607,45,537
19795,38130,38118,38648,-12,518
19796,38130,38137,38633,7,503
19797,38130,38148,38655,18,525
19798,38130,38160,38654,30,524
19799,38130,38174,38675,44,545
19800,38130,38195,38668,65,538
19801,38190,38210,38675,20,485
19802,38190,38221,38722,31,532
19803,38190,38226,38679,36,489
19804,38190,38241,38679,51,489
19805,38190,38265,38686,75,496
19806,38190,38270,38694,80,504
19807,38190,38279,39680,89,1490
19808,38250,38286,38701,36,451
19809,38250,38293,38724,43,474
19810,38250,38298,39700,48,1450
19811,38250,38306,38715,56,465
19812,38250,38322,38722,72,472
19813,38250,38331,38729,81,479
19814,38310,38333,38733,23,423
19815,38310,38341,39730,31,1420
19816,38310,38349,38742,39,432
19817,38310,38355,39740,45,1430
19818,38310,38361,38771,51,461
19819,38310,38366,38761,56,451
19820,38310,38374,38762,64,452
19821,38310,38378,38774,68,464
19822,38370,38388,38785,18,415
19823,38370,38392,38791,22,421
19824,38430,38528,38795,98,365
19825,38430,38545,39790,115,1360
19826,38430,38559,38812,129,382
19827,38430,38564,38807,134,377
19828,38430,38576,38814,146,384
19829,38490,38589,38864,99,374
19830,38490,38600,38867,110,377
19831,38490,38635,38822,145,332
19832,38490,38637,38840,147,350
19833,38550,38639,38845,89,295
19834,38550,38643,38836,93,286
19835,38550,38643,38859,93,309
19836,38550,38646,38934,96,384
19837,38550,38650,38772,100,222
19838,38610,38654,38856,44,246
19839,38610,38657,38876,47,266
19840,38610,38657,38866,47,256
19841,38610,38659,38874,49,264
19842,38610,38659,38911,49,301
19843,38610,38661,38880,51,270
19844,38610,38664,38899,54,289
19845,38670,38665,38898,-5,228
19846,38670,38692,38917,22,247
19847,38670,38698,38902,28,232
19848,38730,38729,38924,-1,194
19849,38730,38736,38929,6,199
19850,38730,38750,38932,20,202
19851,38730,38818,38969,88,239
19852,38790,38820,38972,30,182
19853,38790,38822,38984,32,194
19854,38790,38826,38952,36,162
19855,38790,38830,38951,40,161
19856,38790,38830,39127,40,337
19857,38910,38912,38994,2,84
19858,38910,38915,39009,5,99
19859,38910,38919,39004,9,94
19860,38910,38931,39016,21,106
19861,38910,38939,39369,29,459
19862,38970,38947,39023,-23,53
19863,38970,39007,39093,37,123
19864,38970,38994,39101,24,131
19865,38970,39029,39171,59,201
19866,39030,39034,39175,4,145
19867,39030,39038,39119,8,89
19868,39030,39041,39178,11,148
19869,39030,39059,39130,29,100
19870,39090,39066,39182,-24,92
19871,39090,39098,39192,8,102
19872,39090,39106,39202,16,112
19873,39090,39113,39229,23,139
19874,39150,39141,39231,-9,81
19875,39150,39155,39216,5,66
19876,39150,39157,39236,7,86
19877,39150,39184,39265,34,115
19878,39150,39194,39290,44,140
19879,39210,39202,39270,-8,60
19880,39210,39205,39300,-5,90
19881,39270,39268,39422,-2,152
19882,39270,39276,39423,6,153
19883,39270,39284,39425,14,155
19884,39330,39306,39413,-24,83
19885,39330,39314,39530,-16,200
19886,39330,39333,39417,3,87
19887,39330,39340,39430,10,100
19888,39330,39350,39510,20,180
19889,39390,39444,39530,54,140
19890,39390,39449,39826,59,436
19891,39450,39456,39829,6,379
19892,39450,39461,39833,11,383
19893,39450,39465,39837,15,387
19894,39450,39473,39841,23,391
19895,39510,39504,39863,-6,353
19896,39510,39510,39633,0,123
19897,39510,39511,39870,1,360
19898,39510,39518,39873,8,363
19899,39510,39525,39693,15,183
19900,39510,39531,39877,21,367
19901,39510,39537,39716,27,206
19902,39510,39540,39889,30,379
19903,39570,39608,39735,38,165
19904,39630,39609,39901,-21,271
19905,39630,39615,39889,-15,259
19906,39630,39622,39755,-8,125
19907,39630,39624,39893,-6,263
19908,39630,39693,39815,63,185
19909,39690,39699,39897,9,207
19910,39690,39711,40730,21,1040
19911,39690,39725,39967,35,277
19912,39690,39771,39962,81,272
19913,39690,39751,40011,61,321
19914,39690,39776,40252,86,562
19915,39750,39781,40255,31,505
19916,39750,39785,40261,35,511
19917,39750,39787,40264,37,514
19918,39810,39792,40840,-18,1030
19919,39810,39797,40278,-13,468
19920,39810,39802,40289,-8,479
19921,39810,39816,40286,6,476
19922,39810,39824,40113,14,303
19923,39810,39826,40200,16,390
19924,39810,39842,40140,32,330
