业务ID,apply_time,opertime_min,opertime_max,min_begin,max_begin
21485,59610,59855,60347,245,737
21486,59610,59863,60316,253,706
21487,59670,59875,60352,205,682
21488,59670,59880,60358,210,688
21489,59670,59886,60538,216,868
21490,59670,59893,60542,223,872
21491,59670,59899,60364,229,694
21492,59670,59900,60547,230,877
21493,59670,59926,60378,256,708
21494,59670,59928,60551,258,881
21495,59730,59933,60558,203,828
21496,59730,59937,60561,207,831
21497,59730,59947,60560,217,830
21498,59790,59953,60566,163,776
21499,59790,59958,60568,168,778
21500,59790,59962,60576,172,786
21501,59790,59966,60567,176,777
21502,59790,59972,60450,182,660
21503,59850,59974,60449,124,599
21504,59850,59975,60450,125,600
21505,59910,59977,60570,67,660
21506,59910,59984,60459,74,549
21507,59910,59992,60576,82,666
21508,59910,59996,60576,86,666
21509,59910,60003,60576,93,666
21510,59910,60011,60479,101,569
21511,59970,60012,60483,42,513
21512,59970,60014,60507,44,537
21513,59970,60021,60583,51,613
21514,59970,60025,60580,55,610
21515,59970,60030,60585,60,615
21516,59970,60041,60589,71,619
21517,59970,60047,60589,77,619
21518,60030,60062,60633,32,603
21519,60090,60067,60711,-23,621
21520,60090,60073,60714,-17,624
21521,60090,60079,60716,-11,626
21522,60090,60083,60740,-7,650
21523,60090,60090,61220,0,1130
21524,60090,60194,60728,104,638
21525,60090,60199,60727,109,637
21526,60090,60202,60731,112,641
21527,60150,60206,60743,56,593
21528,60150,60208,60748,58,598
21529,60150,60211,61320,61,1170
21530,60150,60216,60737,66,587
21531,60150,60221,60740,71,590
21532,60210,60224,60740,14,530
21533,60210,60229,60690,19,480
21534,60210,60229,60744,19,534
21535,60210,60235,60744,25,534
21536,60270,60268,60779,-2,509
21537,60270,60276,60714,6,444
21538,60330,60396,60785,66,455
21539,60330,60403,60749,73,419
21540,60330,60407,60867,77,537
21541,60330,60411,60761,81,431
21542,60390,60421,60871,31,481
21543,60390,60426,60877,36,487
21544,60390,60431,61450,41,1060
21545,60390,60436,60855,46,465
21546,60390,60437,60883,47,493
21547,60450,60442,60891,-8,441
21548,60450,60447,60886,-3,436
21549,60450,60488,60890,38,440
21550,60450,60496,60826,46,376
21551,60510,60514,60826,4,316
21552,60510,60519,60829,9,319
21553,60510,60542,60946,32,436
21554,60570,60561,60951,-9,381
21555,60570,60583,60975,13,405
21556,60570,60590,60994,20,424
21557,60570,60594,61640,24,1070
21558,60570,60596,61121,26,551
21559,60630,60733,61041,103,411
21560,60630,60735,61055,105,425
21561,60630,60744,61059,114,429
21562,60630,60761,61150,131,520
21563,60630,60768,61097,138,467
21564,60690,60771,61138,81,448
21565,60690,60815,61142,125,452
21566,60690,60820,61099,130,409
21567,60690,60825,61169,135,479
21568,60750,60826,61216,76,466
21569,60810,60830,61208,20,398
21570,60810,60836,61252,26,442
21571,60810,60843,61263,33,453
21572,60810,60852,61276,42,466
21573,60810,60855,61286,45,476
21574,60810,60865,61303,55,493
21575,60870,60874,61312,4,442
21576,60870,60880,61327,10,457
21577,60870,60887,61324,17,454
21578,60870,60887,61574,17,704
21579,60870,60963,61341,93,471
21580,60930,60965,61350,35,420
21581,60930,60965,61371,35,441
21582,60930,60969,61370,39,440
21583,60930,60973,61392,43,462
21584,60930,60982,61472,52,542
21585,60930,60988,61419,58,489
21586,60930,60990,61476,60,546
21587,60990,60994,61476,4,486
21588,60990,60997,61460,7,470
21589,60990,61019,61480,29,490
21590,60990,61025,61482,35,492
21591,61050,61040,62480,-10,1430
21592,61050,61052,61486,2,436
21593,61050,61052,61573,2,523
21594,61050,61054,61501,4,451
21595,61050,61055,61506,5,456
21596,61050,61061,61517,11,467
21597,61050,61066,61523,16,473
21598,61050,61071,61538,21,488
21599,61050,61077,61549,27,499
21600,61110,61121,61584,11,474
21601,61110,61123,62560,13,1450
21602,61110,61132,61590,22,480
21603,61110,61138,61592,28,482
21604,61170,61160,61591,-10,421
21605,61170,61168,61597,-2,427
21606,61170,61170,61616,0,446
21607,61170,61172,61608,2,438
21608,61170,61188,61608,18,438
21609,61230,61212,61613,-18,383
21610,61290,61410,61674,120,384
21611,61290,61410,61623,120,333
21612,61290,61411,61686,121,396
21613,61290,61414,61633,124,343
21614,61350,61416,61644,66,294
21615,61350,61418,61660,68,310
21616,61350,61422,61668,72,318
21617,61350,61422,61703,72,353
21618,61410,61424,61700,14,290
21619,61410,61424,61736,14,326
21620,61410,61425,61745,15,335
21621,61410,61427,61713,17,303
21622,61470,61477,61716,7,246
21623,61470,61484,61722,14,252
21624,61470,61490,61735,20,265
21625,61470,61491,61768,21,298
21626,61470,61499,61785,29,315
21627,61470,61504,61748,34,278
21628,61470,61505,61759,35,289
21629,61470,61510,61678,40,208
21630,61530,61513,61767,-17,237
21631,61530,61516,61776,-14,246
21632,61530,61603,61727,73,197
21633,61530,61610,61786,80,256
21634,61530,61612,61784,82,254
21635,61530,61614,61792,84,262
21636,61590,61621,61797,31,207
21637,61590,61623,61871,33,281
21638,61590,61630,61855,40,265
21639,61590,61636,61882,46,292
21640,61590,61643,61898,53,308
21641,61650,61745,61968,95,318
21642,61650,61820,61838,170,188
21643,61650,61751,61932,101,282
21644,61710,61756,61961,46,251
21645,61710,61766,61972,56,262
21646,61710,61768,61965,58,255
21647,61710,61769,62061,59,351
21648,61770,61773,62064,3,294
21649,61770,61776,62056,6,286
21650,61770,61778,62011,8,241
21651,61770,61780,62073,10,303
21652,61770,61783,62023,13,253
21653,61770,61785,62185,15,415
21654,61770,61788,62079,18,309
21655,61770,61792,62077,22,307
21656,61770,61797,62082,27,312
21657,61770,61804,62087,34,317
21658,61830,61871,62105,41,275
21659,61830,61877,62104,47,274
21660,61830,61878,62109,48,279
21661,61830,61878,62180,48,350
21662,61830,61881,62184,51,354
21663,61830,61886,62960,56,1130
21664,61830,61891,62133,61,303
21665,61830,61893,62195,63,365
21666,61890,61899,62201,9,311
21667,61890,61906,62202,16,312
21668,61950,61946,62158,-4,208
21669,61950,61948,62207,-2,257
21670,61950,61954,62185,4,235
21671,61950,61971,63000,21,1050
21672,62010,62041,62210,31,200
21673,62070,62072,62213,2,143
21674,62070,62096,62210,26,140
21675,62130,62111,62221,-19,91
21676,62130,62116,62243,-14,113
21677,62130,62122,62538,-8,408
21678,62130,62125,62297,-5,167
21679,62130,62131,62314,1,184
21680,62130,62200,62340,70,210
21681,62190,62203,62353,13,163
21682,62190,62205,62362,15,172
21683,62190,62218,62370,28,180
21684,62250,62243,62386,-7,136
21685,62250,62259,62421,9,171
21686,62250,62264,62425,14,175
21687,62250,62266,62437,16,187
21688,62250,62269,62450,19,200
21689,62310,62291,62456,-19,146
21690,62310,62322,62474,12,164
21691,62310,62337,62482,27,172
21692,62370,62343,62488,-27,118
21693,62370,62370,62497,0,127
21694,62370,62375,62502,5,132
21695,62370,62382,62531,12,161
21696,62370,62401,62553,31,183
21697,62370,62409,62570,39,200
21698,62370,62415,62664,45,294
21699,62370,62423,62661,53,291
21700,62430,62437,62607,7,177
21701,62430,62439,62632,9,202
21702,62430,62446,62665,16,235
21703,62430,62454,62657,24,227
21704,62490,62474,62808,-16,318
21705,62490,62493,62680,3,190
21706,62490,62495,62681,5,191
21707,62490,62522,63610,32,1120
21708,62490,62524,62686,34,196
21709,62550,62526,62811,-24,261
21710,62550,62533,62817,-17,267
21711,62550,62573,62721,23,171
21712,62550,62575,62825,25,275
21713,62550,62582,62836,32,286
21714,62550,62589,62791,39,241
21715,62610,62597,62789,-13,179
21716,62610,62599,62834,-11,224
21717,62610,62674,63085,64,475
21718,62610,62675,62860,65,250
21719,62610,62677,62868,67,258
21720,62610,62678,63070,68,460
21721,62610,62681,63074,71,464
21722,62670,62684,62952,14,282
21723,62670,62685,63077,15,407
21724,62670,62689,63080,19,410
21725,62730,62765,63082,35,352
21726,62730,62774,63011,44,281
21727,62730,62776,63084,46,354
21728,62730,62784,63089,54,359
21729,62790,62795,63174,5,384
21730,62790,62802,63066,12,276
21731,62790,62805,63337,15,547
21732,62850,62866,63346,16,496
21733,62850,62871,63350,21,500
21734,62850,62877,63940,27,1090
21735,62910,62905,63361,-5,451
21736,62910,62952,63366,42,456
21737,62910,62959,63371,49,461
21738,62910,62969,63434,59,524
21739,62970,62971,63191,1,221
21740,62970,63034,63381,64,411
21741,62970,63041,63388,71,418
21742,63030,63053,63466,23,436
21743,63030,63099,63418,69,388
21744,63030,63089,63438,59,408
21745,63030,63106,63468,76,438
21746,63030,63122,63455,92,425
21747,63030,63123,63461,93,431
21748,63030,63129,63481,99,451
21749,63030,63136,63475,106,445
21750,63030,63139,63481,109,451
21751,63090,63140,63503,50,413
21752,63090,63158,63505,68,415
21753,63090,63158,63509,68,419
21754,63090,63165,63514,75,424
21755,63150,63170,63529,20,379
21756,63150,63170,63534,20,384
21757,63150,63182,63534,32,384
21758,63150,63182,63555,32,405
21759,63210,63275,63548,65,338
21760,63210,63282,63739,72,529
21761,63210,63285,63563,75,353
21762,63210,63287,63744,77,534
21763,63210,63289,63748,79,538
21764,63270,63299,63616,29,346
21765,63270,63307,63751,37,481
21766,63270,63311,63625,41,355
21767,63270,63352,63625,82,355
21768,63270,63316,63629,46,359
21769,63330,63321,63630,-9,300
21770,63330,63347,63758,17,428
21771,63390,63376,63795,-14,405
21772,63390,63404,63667,14,277
21773,63390,63421,63671,31,281
21774,63390,63423,64460,33,1070
21775,63390,63425,63763,35,373
21776,63450,63457,63696,7,246
21777,63450,63460,63766,10,316
21778,63450,63473,63766,23,316
21779,63510,63481,63770,-29,260
21780,63510,63500,63763,-10,253
21781,63510,63547,63940,37,430
21782,63570,63569,63948,-1,378
21783,63570,63577,63792,7,222
21784,63570,63583,63796,13,226
21785,63570,63589,63951,19,381
21786,63570,63611,63954,41,384
21787,63570,63632,63822,62,252
21788,63570,63639,63827,69,257
21789,63630,63643,63959,13,329
21790,63630,63666,63963,36,333
21791,63630,63713,64752,83,1122
21792,63630,63721,63858,91,228
21793,63630,63723,63967,93,337
21794,63630,63745,63873,115,243
21795,63690,63748,63978,58,288
21796,63690,63783,63884,93,194
21797,63690,63785,63896,95,206
21798,63690,63789,63974,99,284
21799,63690,63808,63982,118,292
21800,63690,63839,63946,149,256
21801,63750,63842,63933,92,183
21802,63810,63845,63995,35,185
21803,63810,63871,63946,61,136
21804,63810,63877,64007,67,197
21805,63810,63900,64012,90,202
21806,63810,63905,64022,95,212
21807,63810,63932,64022,122,212
21808,63870,63936,64034,66,164
21809,63870,63944,64081,74,211
21810,63930,63961,64061,31,131
21811,63930,63963,64085,33,155
21812,63930,63974,64095,44,165
21813,63990,64000,64097,10,107
21814,63990,64031,64104,41,114
21815,64050,64033,64115,-17,65
21816,64110,64098,65110,-12,1000
21817,64110,64127,64266,17,156
21818,64170,64158,64330,-12,160
21819,64170,64175,64334,5,164
21820,64170,64198,64309,28,139
21821,64230,64223,64318,-7,88
21822,64230,64226,64367,-4,137
21823,64230,64252,64490,22,260
21824,64290,64262,64495,-28,205
21825,64290,64266,64499,-24,209
21826,64290,64286,64508,-4,218
21827,64290,64297,64500,7,210
21828,64290,64299,64631,9,341
21829,64350,64373,64525,23,175
21830,64350,64375,64596,25,246
21831,64410,64393,64631,-17,221
21832,64410,64406,64627,-4,217
21833,64410,64451,64581,41,171
21834,64410,64453,64589,43,179
21835,64470,64507,64626,37,156
21836,64530,64512,64630,-18,100
21837,64530,64515,64809,-15,279
21838,64530,64563,64647,33,117
21839,64530,64583,64653,53,123
21840,64530,64588,64817,58,287
21841,64590,64599,64671,9,81
21842,64590,64604,64666,14,76
21843,64650,64638,64837,-12,187
21844,64650,64666,65023,16,373
21845,64650,64690,65023,40,373
21846,64650,64693,65028,43,378
21847,64650,64698,65031,48,381
21848,64710,64708,65027,-2,317
21849,64710,64719,65028,9,318
21850,64710,64728,65930,18,1220
21851,64770,64752,65033,-18,263
21852,64770,64771,65093,1,323
21853,64770,64778,65118,8,348
21854,64830,64819,65172,-11,342
21855,64890,64865,65213,-25,323
21856,64890,64872,65277,-18,387
21857,64890,64882,65274,-8,384
21858,64890,64885,65297,-5,407
21859,64890,64894,65371,4,481
21860,64890,64954,65319,64,429
21861,64890,64956,65366,66,476
21862,64950,64963,65403,13,453
21863,64950,64969,65420,19,470
21864,64950,64972,65424,22,474
21865,65010,65001,65448,-9,438
21866,65010,65007,65468,-3,458
21867,65010,65035,65486,25,476
21868,65010,65039,65507,29,497
21869,65070,65139,65513,69,443
21870,65070,65149,65335,79,265
21871,65070,65159,65525,89,455
21872,65070,65169,65564,99,494
21873,65070,65183,65558,113,488
21874,65130,65189,65602,59,472
21875,65130,65192,65605,62,475
21876,65130,65193,65634,63,504
21877,65130,65194,65653,64,523
21878,65130,65198,65653,68,523
21879,65130,65201,65782,71,652
21880,65190,65201,65671,11,481
21881,65250,65261,65693,11,443
21882,65250,65269,65938,19,688
21883,65250,65287,65751,37,501
21884,65250,65298,65773,48,523
21885,65250,65305,65787,55,537
21886,65310,65310,65815,0,505
21887,65310,65313,65806,3,496
21888,65310,65369,65802,59,492
21889,65310,65372,65814,62,504
21890,65370,65385,65813,15,443
21891,65370,65388,65822,18,452
21892,65370,65396,65829,26,459
21893,65370,65400,65823,30,453
21894,65430,65445,65843,15,413
21895,65430,65455,65838,25,408
21896,65430,65467,65839,37,409
21897,65430,65472,65847,42,417
21898,65490,65482,65748,-8,258
21899,65490,65487,65855,-3,365
21900,65490,65558,65853,68,363
21901,65610,65624,66869,14,1259
21902,65610,65629,65883,19,273
21903,65610,65630,65888,20,278
21904,65610,65632,65892,22,282
21905,65670,65666,65904,-4,234
21906,65670,65668,65912,-2,242
21907,65670,65706,65913,36,243
21908,65670,65708,65925,38,255
21909,65790,65828,65987,38,197
21910,65850,65899,66085,49,235
21911,65850,65908,66089,58,239
21912,65850,65917,66123,67,273
21913,65910,65926,66092,16,182
21914,66030,66057,66112,27,82
21915,66150,66181,66677,31,527
21916,66210,66209,66406,-1,196
21917,66210,66212,66431,2,221
21918,66210,66222,66690,12,480
21919,66210,66234,66682,24,472
21920,66270,66377,66687,107,417
21921,66270,66383,66690,113,420
21922,66330,66390,66530,60,200
21923,66330,66393,66694,63,364
21924,66330,66402,66694,72,364
21925,66390,66410,66698,20,308
21926,66390,66418,66698,28,308
21927,66510,66576,66709,66,199
21928,66510,66601,66732,91,222
21929,66510,66613,66750,103,240
21930,66570,66620,66760,50,190
21931,66570,66623,66760,53,190
21932,66630,66626,66814,-4,184
21933,66630,66696,66790,66,160
21934,66690,66698,66818,8,128
21935,66690,66704,66818,14,128
21936,66750,66753,66860,3,110
21937,66750,66761,66839,11,89
21938,66870,66849,66899,-21,29
21939,66990,66997,67104,7,114
21940,66990,67005,67068,15,78
21941,67050,67050,67122,0,72
21942,67110,67106,67156,-4,46
21943,67290,67298,67334,8,44
21944,67350,67330,67441,-20,91
21945,67350,67368,67471,18,121
21946,67410,67425,67487,15,77
21947,67410,67438,67494,28,84
21948,67470,67472,68490,2,1020
21949,67470,67503,67588,33,118
21950,67590,67622,67673,32,83
21951,67830,67807,67897,-23,67
21952,67830,67845,68850,15,1020
21953,67890,67904,68056,14,166
21954,67950,67937,68059,-13,109
21955,68070,68071,68164,1,94
21956,68190,68188,69200,-2,1010
21957,68250,68235,68407,-15,157
21958,68310,68331,69340,21,1030
21959,68310,68352,68507,42,197
21960,68430,68436,68581,6,151
21961,68430,68466,69470,36,1040
21962,68490,68517,68733,27,243
21963,68550,68574,68847,24,297
21964,68610,68590,68850,-20,240
21965,68610,68633,68774,23,164
21966,68670,68656,68850,-14,180
21967,68730,68797,68889,67,159
21968,68910,68925,69076,15,166
21969,68910,68942,69950,32,1040
21970,68970,69006,69100,36,130
21971,69090,69100,70110,10,1020
21972,69570,69595,70111,25,541
21973,69630,69765,70770,135,1140
21974,69750,69902,70657,152,907
21975,69810,69908,70970,98,1160
21976,69810,69914,70663,104,853
21977,70050,70249,70550,199,500
21978,70110,70290,71300,180,1190
21979,70290,70383,70606,93,316
21980,70470,70493,70675,23,205
21981,70950,70971,71164,21,214
21982,71130,71109,71222,-21,92
21983,72390,72386,72515,-4,125
21984,72570,72560,72684,-10,114
21985,75630,75677,75738,47,108
21989,30930,31402,31519,472,589
21990,31050,31404,31552,354,502
21991,31590,31816,31962,226,372
21992,31710,31821,31981,111,271
21993,31710,31825,31904,115,194
21994,31830,31828,32004,-2,174
21995,31950,31944,32036,-6,86
21996,32070,32205,32503,135,433
21997,32130,32210,32540,80,410
21998,32190,32212,32577,22,387
21999,32190,32218,32596,28,406
22000,32250,32378,33743,128,1493
22001,32250,32399,33434,149,1184
22002,32250,32426,33746,176,1496
22003,32430,32442,33748,12,1318
22004,32550,32613,33561,63,1011
22005,32550,32696,33598,146,1048
22006,32610,32741,33928,131,1318
22007,32670,32749,33936,79,1266
22008,32670,32754,33654,84,984
22009,32730,32758,33936,28,1206
22010,32790,33043,33947,253,1157
22011,32790,33063,33702,273,912
22012,32910,33094,33715,184,805
22013,32970,33117,33774,147,804
22014,33030,33143,33939,113,909
22015,33150,33161,33760,11,610
22016,33150,33215,33945,65,795
22017,33150,33236,33946,86,796
22018,33210,33253,33812,43,602
22019,33270,33312,33843,42,573
22020,33450,33775,33885,325,435
22021,33570,33795,33893,225,323
22022,33570,33830,33954,260,384
22023,33570,33841,33932,271,362
22024,33570,33846,33951,276,381
22025,33630,33848,33956,218,326
22026,33870,33898,33986,28,116
22027,33990,34020,34087,30,97
22028,34050,34029,34129,-21,79
22029,34050,34046,34139,-4,89
22030,34050,34051,34140,1,90
22031,34110,34139,34161,29,51
22032,34170,34160,34269,-10,99
22033,34170,34179,34317,9,147
22034,34170,34183,34384,13,214
22035,34230,34225,34444,-5,214
22036,34230,34231,34352,1,122
22037,34290,34344,34448,54,158
22038,34350,34347,34499,-3,149
22039,34350,34353,34510,3,160
22040,34350,34368,34573,18,223
22041,34350,34403,34584,53,234
22042,34410,34405,34621,-5,211
22043,34410,34409,34638,-1,228
22044,34410,34414,34637,4,227
22045,34410,34433,34721,23,311
22046,34410,34435,34648,25,238
22047,34470,34490,34670,20,200
22048,34470,34497,34761,27,291
22049,34470,34504,34856,34,386
22050,34530,34549,34774,19,244
22051,34530,34573,34782,43,252
22052,34590,34575,34859,-15,269
22053,34590,34650,34920,60,330
22054,34590,34679,35023,89,433
22055,34590,34686,34948,96,358
22056,34590,34704,34948,114,358
22057,34650,34706,35026,56,376
22058,34710,34710,34993,0,283
22059,34710,34717,34996,7,286
22060,34770,34807,35034,37,264
22061,34770,34829,35136,59,366
22062,34770,34850,35053,80,283
22063,34830,34856,35055,26,225
22064,34830,34897,35068,67,238
22065,34890,34926,35133,36,243
22066,34890,34944,35084,54,194
22067,34950,34975,35137,25,187
22068,35070,35068,35173,-2,103
22069,35070,35113,35156,43,86
22070,35130,35133,35263,3,133
22071,35130,35142,35553,12,423
22072,35130,35144,35281,14,151
22073,35130,35171,35346,41,216
22074,35190,35205,35463,15,273
22075,35250,35225,35366,-25,116
22076,35250,35253,35394,3,144
22077,35250,35248,35400,-2,150
22078,35250,35261,35467,11,217
22079,35250,35266,35419,16,169
22080,35250,35267,35422,17,172
22081,35250,35295,35468,45,218
22082,35310,35352,35538,42,228
22083,35370,35359,35510,-11,140
22084,35370,35360,35731,-10,361
22085,35370,35367,35555,-3,185
22086,35370,35548,35685,178,315
22087,35370,35571,35873,201,503
22088,35430,35560,35766,130,336
22089,35430,35575,35795,145,365
22090,35490,35586,36600,96,1110
22091,35550,35591,35860,41,310
22092,35610,35593,35996,-17,386
22093,35610,35629,35924,19,314
22094,35670,35647,36004,-23,334
22095,35670,35656,36001,-14,331
22096,35730,35726,35964,-4,234
22097,35730,35729,35973,-1,243
22098,35790,35791,36034,1,244
22099,35790,35796,36031,6,241
22100,35790,35818,36088,28,298
22101,35850,35858,36107,8,257
22102,35850,35874,36115,24,265
22103,35910,35973,36226,63,316
22104,35910,35978,36524,68,614
22105,35970,35984,36161,14,191
22106,35970,35999,36165,29,195
22107,35970,36002,36528,32,558
22108,35970,36007,36311,37,341
22109,35970,36009,36531,39,561
22110,35970,36014,36534,44,564
22111,36030,36021,36255,-9,225
22112,36090,36121,36556,31,466
22113,36090,36138,36593,48,503
22114,36090,36143,36606,53,516
22115,36090,36148,37410,58,1320
22116,36090,36222,36649,132,559
22117,36150,36224,36688,74,538
22118,36150,36228,36725,78,575
22119,36150,36237,36731,87,581
22120,36150,36240,36782,90,632
22121,36150,36244,36758,94,608
22122,36210,36247,36797,37,587
22123,36210,36256,36813,46,603
22124,36210,36265,36807,55,597
22125,36210,36267,36815,57,605
22126,36270,36269,36848,-1,578
22127,36270,36276,36882,6,612
22128,36270,36300,36889,30,619
22129,36270,36302,36985,32,715
22130,36270,36315,36924,45,654
22131,36330,36477,36989,147,659
22132,36330,36485,36954,155,624
22133,36330,36493,37014,163,684
22134,36390,36499,37018,109,628
22135,36390,36504,37022,114,632
22136,36450,36504,37139,54,689
22137,36450,36509,37353,59,903
22138,36510,36513,37109,3,599
22139,36510,36546,37128,36,618
22140,36510,36561,37120,51,610
22141,36510,36591,37124,81,614
22142,36630,36645,37357,15,727
22143,36630,36652,37166,22,536
22144,36630,36654,37169,24,539
22145,36630,36655,37174,25,544
22146,36630,36658,37200,28,570
22147,36690,36673,37910,-17,1220
22148,36690,36742,37317,52,627
22149,36690,36752,37299,62,609
22150,36750,36754,37342,4,592
22151,36750,36756,37370,6,620
22152,36750,36768,37414,18,664
22153,36750,36793,37417,43,667
22154,36810,36800,37471,-10,661
22155,36810,36835,37476,25,666
22156,36810,36857,37503,47,693
22157,36870,36907,37488,37,618
22158,36870,36915,37458,45,588
22159,36930,36922,37462,-8,532
22160,36930,36936,37497,6,567
22161,36930,36945,37676,15,746
22162,36930,36956,37503,26,573
22163,36930,36961,37677,31,747
22164,36990,36979,37681,-11,691
22165,36990,37133,37684,143,694
22166,36990,37154,37541,164,551
22167,37050,37156,37688,106,638
22168,37050,37162,37552,112,502
22169,37050,37163,37693,113,643
22170,37110,37170,37580,60,470
22171,37110,37171,37581,61,471
22172,37170,37173,37695,3,525
22173,37170,37202,37700,32,530
22174,37170,37207,37621,37,451
22175,37170,37218,37744,48,574
22176,37230,37223,37632,-7,402
22177,37230,37251,37766,21,536
22178,37290,37300,37732,10,442
22179,37290,37303,37750,13,460
22180,37290,37344,37790,54,500
22181,37350,37346,38800,-4,1450
22182,37350,37387,37980,37,630
22183,37410,37389,38003,-21,593
22184,37410,37394,38045,-16,635
22185,37410,37400,37976,-10,566
22186,37410,37405,38064,-5,654
22187,37410,37407,38108,-3,698
22188,37410,37410,38079,0,669
22189,37470,37619,38098,149,628
22190,37470,37628,38102,158,632
22191,37530,37630,38104,100,574
22192,37530,37636,37984,106,454
22193,37530,37642,38132,112,602
22194,37530,37647,39110,117,1580
22195,37530,37655,38122,125,592
22196,37590,37660,38131,70,541
22197,37590,37664,38143,74,553
22198,37590,37668,38150,78,560
22199,37650,37673,38288,23,638
22200,37650,37679,38290,29,640
22201,37650,37693,38293,43,643
22202,37710,37715,38297,5,587
22203,37710,37735,38300,25,590
22204,37770,37747,39190,-23,1420
22205,37770,37757,38307,-13,537
22206,37770,37773,38310,3,540
22207,37770,37792,38318,22,548
22208,37830,37808,38317,-22,487
22209,37830,37856,38320,26,490
22210,37830,37862,38322,32,492
22211,37830,37892,38329,62,499
22212,37890,37901,38332,11,442
22213,37890,37958,38233,68,343
22214,37890,37962,38304,72,414
22215,37890,37970,38273,80,383
22216,37950,37972,38287,22,337
22217,37950,37974,38336,24,386
22218,37950,37984,38335,34,385
22219,38010,37990,38344,-20,334
22220,38010,38082,38331,72,321
22221,38010,38083,38365,73,355
22222,38010,38084,38350,74,340
22223,38010,38090,38347,80,337
22224,38070,38092,38360,22,290
22225,38070,38096,39360,26,1290
22226,38130,38140,38374,10,244
22227,38130,38142,38529,12,399
22228,38130,38147,38402,17,272
22229,38130,38148,38535,18,405
22230,38130,38153,38539,23,409
22231,38130,38158,38538,28,408
22232,38130,38163,39420,33,1290
22233,38130,38167,38545,37,415
22234,38190,38173,38547,-17,357
22235,38190,38241,38552,51,362
22236,38190,38243,38555,53,365
22237,38250,38247,38518,-3,268
22238,38250,38284,38494,34,244
22239,38250,38285,38558,35,308
22240,38310,38337,38563,27,253
22241,38310,38345,38529,35,219
22242,38310,38347,38542,37,232
22243,38310,38349,39540,39,1230
22244,38310,38351,38565,41,255
22245,38310,38393,38578,83,268
22246,38310,38397,38610,87,300
22247,38370,38403,38616,33,246
22248,38370,38409,38613,39,243
22249,38370,38416,38639,46,269
22250,38370,38416,38692,46,322
22251,38370,38421,38620,51,250
22252,38430,38424,38625,-6,195
22253,38430,38426,38696,-4,266
22254,38430,38570,38649,140,219
22255,38490,38572,38699,82,209
22256,38490,38584,38669,94,179
22257,38490,38587,38679,97,189
22258,38490,38590,38702,100,212
22259,38490,38596,38702,106,212
22260,38490,38598,38903,108,413
22261,38490,38605,38861,115,371
22262,38550,38616,39700,66,1150
22263,38550,38623,38922,73,372
22264,38550,38630,38934,80,384
22265,38550,38633,38922,83,372
22266,38610,38636,38926,26,316
22267,38610,38638,38945,28,335
22268,38610,38645,38969,35,359
22269,38610,38652,38966,42,356
22270,38610,38659,38972,49,362
22271,38610,38666,38972,56,362
