业务ID,apply_time,opertime_min,opertime_max,min_begin,max_begin
23053,50190,50237,50304,47,114
23054,50250,50240,50338,-10,88
23055,50250,50247,50319,-3,69
23056,50250,50292,50422,42,172
23057,50250,50297,50356,47,106
23058,50310,50302,50353,-8,43
23059,50310,50304,50389,-6,79
23060,50310,50333,50376,23,66
23061,50310,50345,50416,35,106
23062,50370,50351,50416,-19,46
23063,50370,50402,50440,32,70
23064,50370,50404,50447,34,77
23065,50430,50413,50513,-17,83
23066,50430,50421,50516,-9,86
23067,50430,50448,50520,18,90
23068,50430,50453,51470,23,1040
23069,50430,50457,50603,27,173
23070,50490,50467,50555,-23,65
23071,50490,50526,50606,36,116
23072,50490,50556,50610,66,120
23073,50490,50559,50614,69,124
23074,50490,50566,50717,76,227
23075,50550,50573,50638,23,88
23076,50550,50575,50721,25,171
23077,50550,50581,50661,31,111
23078,50610,50615,50781,5,171
23079,50610,50634,50761,24,151
23080,50610,50649,50879,39,269
23081,50610,50662,50882,52,272
23082,50610,50673,50885,63,275
23083,50610,50681,50802,71,192
23084,50610,50683,50807,73,197
23085,50610,50684,50888,74,278
23086,50610,50688,50822,78,212
23087,50670,50690,50891,20,221
23088,50670,50695,50958,25,288
23089,50730,50752,50916,22,186
23090,50730,50754,50919,24,189
23091,50730,50755,50934,25,204
23092,50730,50757,50939,27,209
23093,50730,50759,50952,29,222
23094,50730,50761,50967,31,237
23095,50790,50763,50988,-27,198
23096,50790,50824,50984,34,194
23097,50790,50834,51015,44,225
23098,50850,50863,51189,13,339
23099,50850,50868,51037,18,187
23100,50850,50871,51192,21,342
23101,50850,50878,51196,28,346
23102,50850,50885,51050,35,200
23103,50910,50888,51064,-22,154
23104,50910,50930,52050,20,1140
23105,50970,51064,51199,94,229
23106,50970,51069,51203,99,233
23107,50970,51079,51363,109,393
23108,51030,51095,51220,65,190
23109,51030,51097,51223,67,193
23110,51030,51098,51373,68,343
23111,51030,51105,51376,75,346
23112,51090,51108,51256,18,166
23113,51090,51110,51258,20,168
23114,51090,51111,51262,21,172
23115,51090,51113,52160,23,1070
23116,51150,51131,51266,-19,116
23117,51150,51133,51270,-17,120
23118,51150,51214,51549,64,399
23119,51150,51236,52240,86,1090
23120,51150,51290,51521,140,371
23121,51150,51293,51569,143,419
23122,51150,51299,51554,149,404
23123,51210,51301,51560,91,350
23124,51210,51303,51634,93,424
23125,51210,51311,51643,101,433
23126,51210,51320,51799,110,589
23127,51210,51328,51608,118,398
23128,51270,51335,51615,65,345
23129,51270,51337,51613,67,343
23130,51270,51339,52470,69,1200
23131,51270,51396,51646,126,376
23132,51270,51398,51822,128,552
23133,51330,51405,51824,75,494
23134,51330,51412,51672,82,342
23135,51330,51414,51828,84,498
23136,51330,51417,51695,87,365
23137,51390,51419,51832,29,442
23138,51450,51434,51715,-16,265
23139,51450,51436,51717,-14,267
23140,51450,51481,51721,31,271
23141,51450,51483,51721,33,271
23142,51450,51483,51835,33,385
23143,51450,51487,51839,37,389
23144,51510,51490,51765,-20,255
23145,51510,51515,51770,5,260
23146,51510,51516,51845,6,335
23147,51510,51522,51784,12,274
23148,51570,51701,51955,131,385
23149,51570,51730,51912,160,342
23150,51570,51748,51925,178,355
23151,51690,51752,52000,62,310
23152,51690,51859,51988,169,298
23153,51690,51756,52008,66,318
23154,51750,51773,52020,23,270
23155,51750,51792,52087,42,337
23156,51810,51798,52023,-12,213
23157,51810,51817,52026,7,216
23158,51810,51842,52127,32,317
23159,51810,51850,52060,40,250
23160,51810,51858,52127,48,317
23161,51810,51871,52068,61,258
23162,51810,51884,52077,74,267
23163,51870,51886,52080,16,210
23164,51870,51902,52119,32,249
23165,51870,51894,52162,24,292
23166,51870,51909,52178,39,308
23167,51870,51913,52176,43,306
23168,51870,51921,52199,51,329
23169,51930,51938,52302,8,372
23170,51930,51943,52217,13,287
23171,51930,51949,52315,19,385
23172,51930,51955,52311,25,381
23173,51930,51961,52247,31,317
23174,51990,51982,52319,-8,329
23175,51990,51993,52271,3,281
23176,51990,52004,52322,14,332
23177,52050,52037,52288,-13,238
23178,52050,52040,52292,-10,242
23179,52050,52043,52344,-7,294
23180,52050,52052,52423,2,373
23181,52050,52072,52497,22,447
23182,52050,52075,52503,25,453
23183,52110,52083,52507,-27,397
23184,52110,52093,52567,-17,457
23185,52110,52117,52528,7,418
23186,52110,52120,52461,10,351
23187,52110,52127,52538,17,428
23188,52170,52165,52542,-5,372
23189,52170,52192,52469,22,299
23190,52170,52194,52647,24,477
23191,52230,52251,52651,21,421
23192,52230,52255,52643,25,413
23193,52230,52257,52654,27,424
23194,52230,52263,52603,33,373
23195,52230,52266,52658,36,428
23196,52290,52271,52518,-19,228
23197,52290,52284,52666,-6,376
23198,52290,52329,52674,39,384
23199,52290,52336,52637,46,347
23200,52350,52338,52656,-12,306
23201,52350,52340,52687,-10,337
23202,52350,52348,53680,-2,1330
23203,52350,52366,52693,16,343
23204,52350,52372,52703,22,353
23205,52350,52375,52717,25,367
23206,52350,52382,52718,32,368
23207,52350,52392,52729,42,379
23208,52410,52395,52735,-15,325
23209,52410,52404,52741,-6,331
23210,52410,52435,52756,25,346
23211,52470,52623,52748,153,278
23212,52530,52624,52766,94,236
23213,52530,52627,52766,97,236
23214,52530,52631,52852,101,322
23215,52530,52634,52828,104,298
23216,52530,52636,52835,106,305
23217,52530,52637,52840,107,310
23218,52530,52638,52856,108,326
23219,52590,52640,52864,50,274
23220,52590,52641,52928,51,338
23221,52590,52643,52914,53,324
23222,52590,52650,52913,60,323
23223,52590,52650,53027,60,437
23224,52650,52654,53399,4,749
23225,52650,52657,52998,7,348
23226,52650,52658,53007,8,357
23227,52650,52660,53029,10,379
23228,52650,52661,53193,11,543
23229,52710,52748,53399,38,689
23230,52710,52753,53167,43,457
23231,52710,52755,53176,45,466
23232,52710,52756,53444,46,734
23233,52710,52763,53546,53,836
23234,52770,52768,53890,-2,1120
23235,52770,52773,53555,3,785
23236,52770,52794,53558,24,788
23237,52770,52797,53561,27,791
23238,52830,52896,53565,66,735
23239,52830,52907,53572,77,742
23240,52830,52909,53578,79,748
23241,52830,52922,53594,92,764
23242,52890,53004,53627,114,737
23243,52890,53046,53660,156,770
23244,52890,53076,53693,186,803
23245,52890,53104,53702,214,812
23246,52890,53170,53730,280,840
23247,52890,53199,53738,309,848
23248,52890,53203,53770,313,880
23249,52890,53219,53782,329,892
23250,52890,53241,53791,351,901
23251,52950,53268,53923,318,973
23252,52950,53386,53822,436,872
23253,52950,53286,53801,336,851
23254,52950,53309,53800,359,850
23255,52950,53321,53821,371,871
23256,52950,53335,53814,385,864
23257,52950,53336,53817,386,867
23258,53010,53368,53823,358,813
23259,53010,53389,53831,379,821
23260,53010,53469,53836,459,826
23261,53070,53485,53835,415,765
23262,53070,53490,53836,420,766
23263,53070,53494,53878,424,808
23264,53070,53522,53844,452,774
23265,53130,53524,53845,394,715
23266,53130,53526,53845,396,715
23267,53130,53527,53848,397,718
23268,53190,53529,53848,339,658
23269,53190,53531,53860,341,670
23270,53190,53532,53866,342,676
23271,53190,53534,53851,344,661
23272,53250,53536,53860,286,610
23273,53250,53538,53856,288,606
23274,53250,53539,53858,289,608
23275,53250,53540,53862,290,612
23276,53250,53543,53861,293,611
23277,53310,53545,53875,235,565
23278,53310,53552,53867,242,557
23279,53310,53553,53869,243,559
23280,53310,53555,53872,245,562
23281,53310,53556,53952,246,642
23282,53310,53566,53953,256,643
23283,53310,53577,53963,267,653
23284,53370,53596,53889,226,519
23285,53370,53608,53890,238,520
23286,53430,53610,53964,180,534
23287,53430,53616,53898,186,468
23288,53430,53618,53969,188,539
23289,53430,53622,53903,192,473
23290,53430,53623,53969,193,539
23291,53430,53628,53906,198,476
23292,53550,53629,53908,79,358
23293,53550,53631,53972,81,422
23294,53550,53637,53924,87,374
23295,53550,53646,53972,96,422
23296,53550,53650,53994,100,444
23297,53610,53658,53979,48,369
23298,53610,53666,53976,56,366
23299,53610,53674,53958,64,348
23300,53670,53747,53959,77,289
23301,53730,53756,53961,26,231
23302,53730,53758,54048,28,318
23303,53790,53783,54048,-7,258
23304,53790,53785,53992,-5,202
23305,53790,53810,54002,20,212
23306,53790,53822,53997,32,207
23307,53790,53824,54004,34,214
23308,53850,53923,54078,73,228
23309,53850,53950,54056,100,206
23310,53970,53970,54054,0,84
23311,53970,53991,54085,21,115
23312,53970,54002,54118,32,148
23313,54030,54025,54136,-5,106
23314,54030,54037,54148,7,118
23315,54090,54094,54162,4,72
23316,54090,54116,54162,26,72
23317,54090,54122,54164,32,74
23318,54150,54132,54222,-18,72
23319,54150,54159,54234,9,84
23320,54150,54165,54234,15,84
23321,54150,54178,54245,28,95
23322,54150,54187,54232,37,82
23323,54210,54190,54264,-20,54
23324,54210,54194,54245,-16,35
23325,54210,54196,54260,-14,50
23326,54210,54246,55260,36,1050
23327,54270,54295,54326,25,56
23328,54270,54299,54397,29,127
23329,54330,54316,54409,-14,79
23330,54330,54323,54469,-7,139
23331,54330,54326,54468,-4,138
23332,54330,54338,54471,8,141
23333,54330,54342,54669,12,339
23334,54330,54351,54664,21,334
23335,54330,54355,54667,25,337
23336,54390,54369,55380,-21,990
23337,54390,54375,54522,-15,132
23338,54390,54392,54680,2,290
23339,54390,54401,54674,11,284
23340,54390,54412,54683,22,293
23341,54390,54421,54601,31,211
23342,54450,54425,54684,-25,234
23343,54450,54458,54666,8,216
23344,54450,54465,54686,15,236
23345,54450,54489,54671,39,221
23346,54510,54490,54633,-20,123
23347,54510,54493,54691,-17,181
23348,54510,54524,54690,14,180
23349,54510,54536,54766,26,256
23350,54570,54549,54716,-21,146
23351,54570,54559,54710,-11,140
23352,54570,54573,54772,3,202
23353,54570,54616,54775,46,205
23354,54570,54621,54781,51,211
23355,54570,54625,54799,55,229
23356,54630,54663,54787,33,157
23357,54630,54668,54881,38,251
23358,54690,54702,54884,12,194
23359,54690,54707,54861,17,171
23360,54690,54709,54817,19,127
23361,54690,54711,54889,21,199
23362,54690,54716,54898,26,208
23363,54690,54717,54918,27,228
23364,54750,54768,54950,18,200
23365,54750,54778,54968,28,218
23366,54750,54784,54975,34,225
23367,54810,54791,55041,-19,231
23368,54810,54826,54996,16,186
23369,54810,54828,55021,18,211
23370,54810,54837,55038,27,228
23371,54810,54845,55055,35,245
23372,54870,54900,54940,30,70
23373,54870,54902,55066,32,196
23374,54870,54907,55080,37,210
23375,54930,54913,55083,-17,153
23376,54930,54917,55096,-13,166
23377,54930,54962,55106,32,176
23378,54930,54967,55118,37,188
23379,54930,54971,55130,41,200
23380,54930,54984,55141,54,211
23381,54990,54988,55162,-2,172
23382,54990,55018,55184,28,194
23383,54990,55029,55259,39,269
23384,54990,55035,55248,45,258
23385,54990,55042,55252,52,262
23386,55050,55050,55199,0,149
23387,55050,55053,55255,3,205
23388,55050,55100,55223,50,173
23389,55050,55104,55236,54,186
23390,55110,55107,55258,-3,148
23391,55110,55110,55259,0,149
23392,55110,55225,55262,115,152
23393,55170,55233,55422,63,252
23394,55170,55247,55434,77,264
23395,55170,55261,55485,91,315
23396,55230,55266,55484,36,254
23397,55230,55268,55507,38,277
23398,55230,55269,55522,39,292
23399,55230,55271,55527,41,297
23400,55230,55273,55522,43,292
23401,55230,55275,55523,45,293
23402,55290,55276,55535,-14,245
23403,55290,55279,55569,-11,279
23404,55290,55289,55572,-1,282
23405,55290,55302,55547,12,257
23406,55290,55311,55549,21,259
23407,55290,55315,55551,25,261
23408,55350,55322,55563,-28,213
23409,55350,55326,55551,-24,201
23410,55350,55329,55570,-21,220
23411,55350,55335,55564,-15,214
23412,55350,55337,55614,-13,264
23413,55350,55349,55633,-1,283
23414,55350,55356,55648,6,298
23415,55350,55363,55598,13,248
23416,55350,55365,55603,15,253
23417,55350,55398,55664,48,314
23418,55410,55405,55657,-5,247
23419,55410,55408,55631,-2,221
23420,55410,55410,55661,0,251
23421,55410,55414,55665,4,255
23422,55410,55434,56490,24,1080
23423,55410,55454,55651,44,241
23424,55470,55456,55660,-14,190
23425,55530,55524,55682,-6,152
23426,55530,55554,55736,24,206
23427,55530,55581,55740,51,210
23428,55590,55588,55692,-2,102
23429,55590,55589,55693,-1,103
23430,55590,55598,55743,8,153
23431,55590,55604,55744,14,154
23432,55590,55610,55815,20,225
23433,55590,55617,55749,27,159
23434,55650,55709,55822,59,172
23435,55650,55714,55823,64,173
23436,55650,55718,55819,68,169
23437,55650,55720,55830,70,180
23438,55650,55728,55856,78,206
23439,55650,55733,55929,83,279
23440,55710,55736,56083,26,373
23441,55710,55740,55942,30,232
23442,55710,55743,55869,33,159
23443,55710,55745,55940,35,230
23444,55710,55749,55918,39,208
23445,55770,55808,56930,38,1160
23446,55830,55823,56033,-7,203
23447,55830,55832,56055,2,225
23448,55830,55838,56084,8,254
23449,55830,55843,56095,13,265
23450,55830,55845,56101,15,271
23451,55830,55852,56113,22,283
23452,55890,55866,56018,-24,128
23453,55890,55872,56122,-18,232
23454,55890,55884,56121,-6,231
23455,55890,55927,56136,37,246
23456,55890,55929,56138,39,248
23457,55950,55933,56136,-17,186
23458,55950,55941,56137,-9,187
23459,55950,56000,56157,50,207
23460,55950,56003,56158,53,208
23461,55950,56012,56157,62,207
23462,56010,56018,56166,8,156
23463,56010,56026,56173,16,163
23464,56010,56092,56187,82,177
23465,56070,56094,56250,24,180
23466,56070,56098,56250,28,180
23467,56070,56102,56194,32,124
23468,56130,56103,56253,-27,123
23469,56130,56149,56253,19,123
23470,56130,56155,56237,25,107
23471,56190,56207,56305,17,115
23472,56190,56211,56310,21,120
23473,56250,56276,56387,26,137
23474,56310,56289,56363,-21,53
23475,56310,56290,56382,-20,72
23476,56310,56304,56399,-6,89
23477,56310,56342,56418,32,108
23478,56370,56350,56421,-20,51
23479,56370,56351,57430,-19,1060
23480,56370,56358,56437,-12,67
23481,56370,56379,56478,9,108
23482,56370,56404,56490,34,120
23483,56430,56458,56567,28,137
23484,56430,56461,56521,31,91
23485,56490,56463,56541,-27,51
23486,56490,56516,56621,26,131
23487,56490,56530,56625,40,135
23488,56490,56531,56703,41,213
23489,56490,56534,56660,44,170
23490,56490,56535,56673,45,183
23491,56490,56536,56671,46,181
23492,56490,56538,56693,48,203
23493,56490,56541,56825,51,335
23494,56490,56545,56828,55,338
23495,56550,56575,56737,25,187
23496,56550,56584,56832,34,282
23497,56610,56611,56835,1,225
23498,56610,56622,56779,12,169
23499,56610,56631,56782,21,172
23500,56610,56644,56840,34,230
23501,56670,56659,56807,-11,137
23502,56670,56689,56874,19,204
23503,56730,56709,56916,-21,186
23504,56730,56716,56891,-14,161
23505,56730,56730,56883,0,153
23506,56730,56732,56928,2,198
23507,56730,56737,57024,7,294
23508,56730,56743,57027,13,297
23509,56730,56750,57030,20,300
23510,56730,56754,57053,24,323
23511,56730,56758,57047,28,317
23512,56730,56766,57038,36,308
23513,56790,56904,57062,114,272
23514,56850,56911,57022,61,172
23515,56850,56913,57061,63,211
23516,56910,56915,57115,5,205
23517,56910,56926,57118,16,208
23518,56910,56937,57121,27,211
23519,56970,56946,57125,-24,155
23520,56970,56983,57491,13,521
23521,56970,56988,57515,18,545
23522,56970,56994,57150,24,180
23523,57030,57060,57544,30,514
23524,57090,57127,57560,37,470
23525,57090,57132,57570,42,480
23526,57090,57139,57588,49,498
23527,57150,57140,57604,-10,454
23528,57150,57145,57626,-5,476
23529,57150,57146,57646,-4,496
23530,57150,57191,57675,41,525
23531,57210,57194,58680,-16,1470
23532,57210,57200,57761,-10,551
23533,57210,57290,57781,80,571
23534,57270,57294,57807,24,537
23535,57270,57296,57830,26,560
23536,57270,57300,57851,30,581
23537,57270,57303,57867,33,597
23538,57270,57306,57928,36,658
23539,57270,57309,58890,39,1620
23540,57330,57315,57951,-15,621
23541,57330,57320,57947,-10,617
23542,57390,57376,57952,-14,562
23543,57390,57401,57963,11,573
23544,57390,57414,57969,24,579
23545,57390,57429,57981,39,591
23546,57390,57452,58032,62,642
23547,57390,57456,57998,66,608
23548,57390,57470,58013,80,623
23549,57450,57471,59010,21,1560
23550,57450,57473,58048,23,598
23551,57450,57477,58062,27,612
23552,57510,57489,58154,-21,644
23553,57510,57520,58107,10,597
23554,57510,57539,58112,29,602
23555,57510,57554,58128,44,618
23556,57570,57559,58147,-11,577
23557,57570,57595,58165,25,595
23558,57570,57596,58203,26,633
23559,57630,57736,58185,106,555
23560,57630,57738,58206,108,576
23561,57630,57762,58213,132,583
23562,57690,57772,58231,82,541
23563,57690,57776,58254,86,564
23564,57690,57782,58248,92,558
23565,57690,57786,58242,96,552
23566,57690,57787,58250,97,560
23567,57690,57793,57963,103,273
23568,57750,57793,58271,43,521
23569,57750,57797,58262,47,512
23570,57750,57802,58035,52,285
23571,57810,57807,58270,-3,460
23572,57810,57847,59270,37,1460
23573,57810,57853,58280,43,470
23574,57870,57857,59280,-13,1410
23575,57870,57869,58304,-1,434
23576,57870,57896,58326,26,456
23577,57870,57897,58333,27,463
23578,57930,57901,58334,-29,404
23579,57930,57967,58345,37,415
23580,57930,57973,58356,43,426
23581,57990,57975,58254,-15,264
23582,58050,58137,58361,87,311
23583,58050,58143,58369,93,319
23584,58050,58150,58377,100,327
23585,58110,58152,58396,42,286
23586,58170,58165,58397,-5,227
23587,58170,58173,59390,3,1220
23588,58170,58298,58512,128,342
23589,58230,58303,58430,73,200
23590,58230,58306,58511,76,281
23591,58230,58315,58517,85,287
23592,58230,58322,58496,92,266
23593,58230,58326,58523,96,293
23594,58290,58333,58533,43,243
23595,58290,58344,58532,54,242
23596,58290,58353,58543,63,253
23597,58290,58355,58553,65,263
23598,58290,58361,58778,71,488
23599,58350,58367,58778,17,428
23600,58350,58373,58782,23,432
23601,58350,58381,58619,31,269
23602,58410,58384,58632,-26,222
23603,58410,58404,58636,-6,226
23604,58410,58406,59600,-4,1190
23605,58410,58536,58827,126,417
23606,58410,58543,58831,133,421
23607,58410,58545,58867,135,457
23608,58470,58551,58885,81,415
23609,58470,58557,58913,87,443
23610,58470,58563,58903,93,433
23611,58470,58565,58920,95,450
23612,58470,58570,58939,100,469
23613,58470,58575,58958,105,488
23614,58470,58580,58975,110,505
23615,58470,58595,59202,125,732
23616,58470,58698,59207,228,737
23617,58530,58792,59006,262,476
23618,58530,58706,59007,176,477
23619,58590,58711,59011,121,421
23620,58590,58721,59014,131,424
23621,58590,58726,59210,136,620
23622,58590,58731,59213,141,623
23623,58590,58736,59242,146,652
23624,58590,58740,59243,150,653
23625,58590,58748,59249,158,659
23626,58650,58782,59268,132,618
23627,58650,58808,59274,158,624
23628,58650,58813,59294,163,644
23629,58650,58833,59298,183,648
23630,58650,59016,59341,366,691
23631,58650,58848,59421,198,771
23632,58650,58852,59406,202,756
23633,58710,58858,59452,148,742
23634,58710,58867,59448,157,738
23635,58710,58876,59457,166,747
23636,58710,58879,59459,169,749
23637,58710,58884,59540,174,830
23638,58710,58890,59543,180,833
23639,58710,58900,59526,190,816
23640,58770,58903,59490,133,720
23641,58770,58915,59659,145,889
23642,58770,58919,59570,149,800
23643,58770,59161,59537,391,767
23644,58770,58932,59574,162,804
23645,58770,58956,59548,186,778
23646,58770,58972,59570,202,800
23647,58830,58975,59980,145,1150
23648,58830,58981,59640,151,810
23649,58830,58997,59652,167,822
23650,58830,59005,59606,175,776
23651,58830,59014,59613,184,783
23652,58890,59021,60030,131,1140
23653,58890,59046,59614,156,724
23654,58890,59079,59663,189,773
23655,58890,59103,59642,213,752
23656,58890,59106,59669,216,779
23657,58890,59116,59652,226,762
23658,58890,59120,59656,230,766
23659,58890,59140,59656,250,766
23660,58950,59149,59659,199,709
23661,58950,59168,59669,218,719
23662,58950,59178,60190,228,1240
23663,58950,59190,59752,240,802
23664,58950,59200,59689,250,739
23665,58950,59280,59765,330,815
23666,58950,59205,59708,255,758
23667,58950,59211,60220,261,1270
23668,59010,59229,59807,219,797
23669,59010,59255,59723,245,713
23670,59010,59285,59731,275,721
23671,59010,59294,59729,284,719
23672,59010,59296,59731,286,721
23673,59010,59296,59808,286,798
23674,59010,59299,59749,289,739
23675,59070,59301,59812,231,742
23676,59070,59306,59777,236,707
23677,59130,59310,59773,180,643
23678,59130,59311,59815,181,685
23679,59130,59314,60400,184,1270
23680,59130,59319,59877,189,747
23681,59190,59321,59878,131,688
23682,59190,59323,59867,133,677
23683,59190,59324,59868,134,678
23684,59190,59324,59873,134,683
23685,59250,59326,59987,76,737
23686,59250,59331,59894,81,644
23687,59250,59334,59889,84,639
23688,59310,59335,59977,25,667
23689,59310,59339,59902,29,592
23690,59310,59339,59990,29,680
23691,59310,59343,59923,33,613
23692,59310,59344,59920,34,610
23693,59310,59345,59982,35,672
23694,59310,59346,59933,36,623
23695,59310,59351,60550,41,1240
23696,59430,59430,60034,0,604
23697,59430,59436,59957,6,527
23698,59550,59539,60036,-11,486
23699,59550,59548,59981,-2,431
23700,59550,59552,60014,2,464
23701,59550,59601,60038,51,488
23702,59550,59640,60185,90,635
23703,59610,59658,60190,48,580
23704,59610,59673,60193,63,583
23705,59670,59680,60072,10,402
23706,59670,59702,60200,32,530
23707,59730,59725,60208,-5,478
23708,59730,59733,60212,3,482
23709,59730,59862,60108,132,378
23710,59730,59864,60218,134,488
23711,59730,59880,60133,150,403
23712,59790,59883,60225,93,435
23713,59790,59892,60245,102,455
23714,59790,59902,60198,112,408
23715,59790,59905,60238,115,448
23716,59790,59933,60259,143,469
23717,59790,59938,60490,148,700
23718,59790,59950,60279,160,489
23719,59790,59952,60285,162,495
23720,59790,59955,60309,165,519
23721,59850,59964,60313,114,463
23722,59850,59966,60320,116,470
23723,59850,59970,60493,120,643
23724,59910,59980,60497,70,587
23725,59910,59987,60506,77,596
23726,59910,59993,60390,83,480
23727,59910,59995,60396,85,486
23728,59910,59997,60448,87,538
23729,59970,60005,60509,35,539
23730,59970,60007,60512,37,542
23731,59970,60016,60623,46,653
23732,59970,60023,60628,53,658
23733,59970,60049,60631,79,661
23734,60030,60063,60593,33,563
23735,60030,60066,60682,36,652
23736,60030,60073,60643,43,613
23737,60030,60075,60643,45,613
23738,60030,60076,60659,46,629
23739,60030,60078,60656,48,626
23740,60090,60080,60857,-10,767
23741,60090,60088,60859,-2,769
23742,60090,60096,60701,6,611
23743,60090,60347,60705,257,615
23744,60150,60348,60868,198,718
23745,60150,60353,60865,203,715
23746,60150,60357,60780,207,630
23747,60150,60367,60867,217,717
23748,60150,60373,60870,223,720
23749,60150,60379,60872,229,722
23750,60210,60384,60824,174,614
23751,60210,60385,60875,175,665
23752,60210,60390,60879,180,669
23753,60210,60395,60883,185,673
23754,60270,60399,60929,129,659
23755,60270,60415,60949,145,679
23756,60270,60419,60958,149,688
23757,60330,60422,60964,92,634
23758,60330,60429,60972,99,642
23759,60390,60434,60977,44,587
23760,60390,60438,60983,48,593
23761,60390,60442,60987,52,597
23762,60390,60446,60986,56,596
23763,60390,60453,61035,63,645
23764,60450,60454,61002,4,552
23765,60450,60459,61009,9,559
23766,60450,60464,60994,14,544
23767,60450,60466,61018,16,568
23768,60450,60472,61093,22,643
23769,60450,60478,61100,28,650
23770,60450,60483,61102,33,652
23771,60510,60487,61132,-23,622
23772,60510,60492,61053,-18,543
23773,60510,60666,61054,156,544
23774,60510,60669,61870,159,1360
23775,60510,60675,61066,165,556
23776,60570,60677,61075,107,505
23777,60570,60682,61151,112,581
23778,60570,60686,61152,116,582
23779,60570,60692,61159,122,589
23780,60570,60695,61950,125,1380
23781,60570,60697,61162,127,592
23782,60570,60705,61162,135,592
23783,60630,60710,61168,80,538
23784,60630,60716,61255,86,625
23785,60630,60719,61178,89,548
23786,60630,60724,61264,94,634
23787,60630,60729,61197,99,567
23788,60690,60730,61267,40,577
23789,60690,60733,61207,43,517
23790,60690,60734,61271,44,581
23791,60690,60738,61271,48,581
23792,60690,60741,61229,51,539
23793,60690,60742,61273,52,583
23794,60690,60746,61344,56,654
23795,60690,60754,61291,64,601
23796,60810,60998,61376,188,566
23797,60810,61012,61294,202,484
23798,60870,61022,61295,152,425
23799,60870,61025,61303,155,433
23800,60870,61027,61381,157,511
23801,60870,61039,61383,169,513
23802,60870,61171,62180,301,1310
23803,60870,61175,61533,305,663
23804,60870,61179,61698,309,828
23805,60870,61194,61616,324,746
23806,60930,61210,61621,280,691
23807,60930,61214,61650,284,720
23808,60930,61216,61645,286,715
23809,60930,61230,61669,300,739
23810,60990,61231,61673,241,683
23811,60990,61238,61705,248,715
23812,60990,61249,62280,259,1290
23813,60990,61283,61722,293,732
23814,60990,61286,61745,296,755
23815,60990,61302,61976,312,986
23816,60990,61309,61804,319,814
23817,60990,61311,61783,321,793
23818,61050,61322,61795,272,745
23819,61050,61335,61806,285,756
23820,61050,61346,61815,296,765
23821,61050,61348,61819,298,769
23822,61050,61349,61830,299,780
23823,61050,61350,61829,300,779
23824,61110,61353,61850,243,740
23825,61110,61357,61956,247,846
23826,61110,61359,61855,249,745
23827,61110,61360,61855,250,745
23828,61110,61364,61873,254,763
23829,61170,61367,61875,197,705
23830,61170,61370,61881,200,711
23831,61170,61374,61899,204,729
23832,61230,61378,61894,148,664
